userId,movieId,rating,timestamp
758,110,4.5,1523415166
758,356,5.0,1523414989
758,593,4.5,1523429298
758,1196,4.5,1523415685
758,1704,4.5,1523414984
758,3793,4.0,1523415786
758,3996,3.0,1523415806
758,4886,4.5,1523415791
758,4993,3.5,1523415222
758,5418,4.5,1523415229
758,5952,3.5,1523415194
758,7153,3.5,1523415190
758,45720,4.0,1523415065
758,54286,4.5,1523415209
758,58559,4.5,1523415171
758,79132,4.5,1523415007
758,91529,4.5,1523415233
758,122918,4.0,1523415703
758,134130,4.5,1523415657
758,177765,4.5,1523430955
759,140,5.0,1272373800
759,163,2.0,1272280600
759,282,4.0,1272280640
759,306,4.0,1272280771
759,307,4.0,1272280785
759,372,3.0,1272280686
759,446,4.0,1272373861
759,914,4.0,1272280675
759,1185,4.0,1272280848
759,1299,4.0,1272280753
759,1678,4.0,1272280898
759,1909,2.0,1272280630
759,1959,4.0,1272280867
759,1960,5.0,1272280758
759,2067,4.0,1272280854
759,4041,3.0,1272280984
759,5971,5.0,1272281239
759,6754,4.0,1272281005
759,57504,4.0,1272281312
759,58559,3.5,1272281248
759,65261,4.0,1272281297
759,68954,4.5,1272373784
759,69481,3.5,1272373608
759,72011,4.0,1272373810
760,3,3.0,976404863
760,22,5.0,976310038
760,39,2.0,976404509
760,64,3.0,976405328
760,207,3.0,976404938
760,339,3.0,976404667
760,374,3.0,976310081
760,539,3.0,976404509
760,593,4.0,976405459
760,594,5.0,976310038
760,603,4.0,976310010
760,605,3.0,976404880
760,736,3.0,976404543
760,788,1.0,976404840
760,852,4.0,976404810
760,1059,3.0,976404426
760,1100,3.0,976404840
760,1393,4.0,976404482
760,1398,3.0,976404373
760,1457,3.0,976404840
760,1556,3.0,976405347
760,1569,5.0,976404482
760,1597,4.0,976404781
760,1605,1.0,976405245
760,1680,5.0,976404482
760,1721,4.0,976404373
760,1777,2.0,976404702
760,1835,5.0,976404810
760,1888,4.0,976404810
760,1894,2.0,976405245
760,1912,3.0,976404543
760,2006,3.0,976404667
760,2125,4.0,976404574
760,2168,3.0,976404744
760,2316,2.0,976404938
760,2334,1.0,976310061
760,2340,2.0,976404685
760,2396,4.0,976404426
760,2424,4.0,976404667
760,2506,4.0,976404373
760,2572,3.0,976404543
760,2724,5.0,976404938
760,2762,5.0,976405459
760,2805,4.0,976405245
760,3004,3.0,976405311
760,3259,4.0,976404509
760,3269,3.0,976404725
761,1270,3.5,1513994466
761,2571,4.0,1513994442
761,59315,4.0,1513994499
761,72378,4.0,1513994526
761,72630,4.0,1513994977
761,72998,4.0,1513994449
761,79132,5.0,1513994446
761,82461,4.0,1513994491
761,84152,5.0,1513994814
761,84954,5.0,1513994816
761,85056,3.5,1513994836
761,85131,3.0,1513994512
761,87520,4.0,1513994895
761,90405,5.0,1513994476
761,95875,5.0,1513994536
761,102880,3.0,1513994809
761,103042,4.0,1513994869
761,103228,4.0,1513994493
761,104841,5.0,1513994477
761,108945,4.5,1513994900
761,109487,5.0,1513994444
761,111360,4.5,1513994794
761,111759,5.0,1513995022
761,113345,3.0,1513994539
761,114935,2.5,1513995016
761,120466,4.5,1513994796
761,121235,3.5,1513994964
761,122902,2.5,1513994851
761,122918,4.0,1513994011
761,130490,4.5,1513994830
761,134130,5.0,1513994451
761,136680,1.0,1513994948
761,148172,2.0,1513994891
761,164179,5.0,1513994450
761,166635,5.0,1513994532
761,168252,4.5,1513994005
761,168612,1.5,1513994807
762,2447,3.0,941630399
762,2496,4.0,941630363
762,2505,3.0,941630445
762,2506,5.0,941630328
762,2539,4.0,941630245
762,2541,3.0,941630663
762,2558,4.0,941630725
762,2567,4.0,941630663
762,2571,4.0,941629975
762,2572,4.0,941630177
762,2581,3.0,941630484
762,2617,5.0,941630555
762,2628,4.0,941630445
762,2671,3.0,941630399
762,2687,4.0,941630010
762,2688,5.0,941630615
762,2701,4.0,941630757
762,2710,3.0,941630615
762,2712,4.0,941630830
762,2724,4.0,941630663
762,2762,5.0,941629206
762,2763,4.0,941629245
762,2770,3.0,941629341
762,2771,2.0,941629444
762,2828,5.0,941629570
762,2860,4.0,941629481
762,2861,4.0,941629481
762,2881,3.0,941629403
762,2890,4.0,941629245
762,2906,3.0,941629538
762,2959,5.0,941630951
763,150,5.0,1524345550
763,260,4.5,1524345760
763,356,4.5,1524345346
763,364,4.5,1524346160
763,858,3.5,1524346641
763,1035,3.5,1524346839
763,1097,5.0,1524345698
763,1196,4.5,1524345759
763,1198,4.5,1524345751
763,1210,4.5,1524347116
763,1240,4.0,1524347223
763,1291,4.5,1524347120
763,1682,4.0,1524345386
763,2028,4.5,1524345350
763,2571,4.0,1524345423
763,2918,3.5,1524346259
763,2959,3.0,1524345446
763,3996,3.0,1524346825
763,4700,4.0,1524346982
763,4886,4.0,1524346830
763,4896,5.0,1524345773
763,4993,5.0,1524345724
763,5816,5.0,1524346630
