userId,movieId,rating,timestamp
2071,296,2.0,909153539
2071,318,3.0,909153276
2071,337,1.0,909156342
2071,356,5.0,909152984
2071,377,4.0,909156750
2071,454,3.0,909156750
2071,457,5.0,909156342
2071,480,2.0,909156143
2071,508,3.0,909153212
2071,527,4.0,909152834
2071,529,3.0,909152910
2071,541,3.0,909150490
2071,543,3.0,909156682
2071,589,4.0,909152834
2071,590,3.0,909156060
2071,592,1.0,909150157
2071,593,5.0,909153076
2071,597,4.0,909156611
2071,678,4.0,909153366
2071,691,3.0,909156430
2071,720,4.0,909152984
2071,733,3.0,909153366
2071,778,3.0,909156429
2071,785,3.0,909156750
2071,1036,3.0,909141500
2071,1073,3.0,909152436
2071,1077,5.0,909152436
2071,1078,3.0,909152502
2071,1079,3.0,909142091
2071,1080,3.0,909152362
2071,1088,3.0,909149162
2071,1089,4.0,909153539
2071,1090,4.0,909142273
2071,1091,1.0,909149162
2071,1097,4.0,909141324
2071,1101,4.0,909151590
2071,1124,3.0,909149833
2071,1125,3.0,909152362
2071,1129,2.0,909142339
2071,1135,3.0,909142339
2071,1136,5.0,909152294
2071,1173,2.0,909149162
2071,1186,3.0,909149913
2071,1189,3.0,909142273
2071,1193,5.0,909152217
2071,1198,4.0,909150418
2071,1200,5.0,909150563
2071,1208,4.0,909152294
2071,1213,4.0,909156143
2071,1214,5.0,909152217
2071,1220,3.0,909150669
2071,1222,3.0,909151675
2071,1234,5.0,909152294
2071,1235,4.0,909152502
2071,1240,5.0,909141542
2071,1246,3.0,909141324
2071,1249,4.0,909153287
2071,1252,4.0,909152436
2071,1258,3.0,909142166
2071,1259,5.0,909142091
2071,1263,5.0,909152436
2071,1270,4.0,909141500
2071,1272,3.0,909152294
2071,1275,1.0,909150158
2071,1277,3.0,909156429
2071,1278,5.0,909152362
2071,1288,2.0,909150059
2071,1299,4.0,909141324
2071,1302,3.0,909141247
2071,1307,4.0,909141324
2071,1321,4.0,909142339
2071,1347,3.0,909149232
2071,1350,3.0,909152436
2071,1358,4.0,909152984
2071,1380,3.0,909152502
2071,1387,3.0,909152362
2071,1394,5.0,909141763
2071,1395,2.0,909149162
2071,1584,3.0,909153212
2071,1610,5.0,909153366
2071,1617,3.0,909152910
2071,1625,1.0,909156143
2071,1639,3.0,909156216
2071,1641,4.0,909156611
2071,1645,4.0,909156216
2071,1663,5.0,909141500
2071,1674,4.0,909150669
2071,1704,4.0,909153076
2071,1721,3.0,909153714
2071,1784,5.0,909153873
2071,1953,4.0,909152436
2071,1954,5.0,909152436
2071,1961,5.0,909141247
2071,1965,2.0,909141620
2071,1968,5.0,909150490
2071,1974,3.0,909149343
2071,1994,3.0,909149913
2071,2000,4.0,909141247
2071,2001,4.0,909141620
2071,2003,2.0,909149423
2071,2009,3.0,909152294
2071,2011,3.0,909141887
2071,2022,2.0,909149162
2071,2072,3.0,909149659
2071,2076,1.0,909141247
2071,2088,1.0,909150158
2071,2100,3.0,909141763
2071,2105,1.0,909149343
2071,2109,4.0,909152362
2071,2111,1.0,909150158
2071,2115,5.0,909142273
2071,2121,2.0,909150059
2071,2134,3.0,909141887
2071,2144,3.0,909141620
2071,2145,3.0,909142015
2071,2146,4.0,909142166
2071,2150,5.0,909141386
2071,2151,3.0,909151463
2071,2174,1.0,909150158
2071,2194,3.0,909150563
2071,2241,3.0,909151928
2071,2242,1.0,909149274
2071,2259,2.0,909149232
2071,2268,4.0,909156143
2071,2291,3.0,909155710
2071,2302,3.0,909156060
2072,14,4.0,975142290
2072,410,3.0,975142200
2072,480,4.0,975142562
2072,589,4.0,975142464
2072,615,4.0,975142235
2072,908,4.0,975142405
2072,1090,4.0,975142290
2072,1230,4.0,975142200
2072,1250,5.0,975142464
2072,1259,3.0,975142405
2072,1965,4.0,975142544
2072,2034,3.0,975142255
2072,2791,3.0,975142433
2072,2858,4.0,975142405
2072,2948,3.0,975142464
2072,3513,4.0,975142498
2072,3538,4.0,975142433
2072,3735,4.0,975142290
2072,3753,3.0,975142498
2072,3985,4.0,975142600
2073,19,1.0,829556507
2073,28,5.0,829556509
2073,31,5.0,829556884
2073,39,5.0,829556508
2073,48,3.0,829556884
2073,57,5.0,829556508
2073,141,5.0,843476910
2073,150,5.0,829556508
2073,153,5.0,829556508
2073,169,3.0,829556884
2073,174,2.0,829556884
2073,231,1.0,829556508
2073,237,4.0,829556508
2073,248,2.0,829556508
2073,252,5.0,829556508
2073,261,5.0,829556508
2073,262,4.0,829556508
2073,266,3.0,829556884
2073,274,2.0,829556508
2073,275,5.0,829556509
2073,276,2.0,829556508
2073,277,4.0,829556508
2073,282,5.0,829556509
2073,288,2.0,829556884
2073,289,5.0,829556509
2073,292,5.0,829556509
2073,294,3.0,829556509
2073,314,4.0,829556509
2073,316,4.0,829556509
2073,317,4.0,829556509
2073,337,5.0,829556509
2073,339,4.0,829556510
2073,343,3.0,829556884
2073,344,2.0,829556507
2073,351,5.0,829556508
2073,410,4.0,829556508
2073,427,2.0,829556884
2073,432,2.0,829556508
2073,435,4.0,829556508
2073,588,5.0,829556508
2073,592,4.0,829556508
2073,595,4.0,829556508
2073,708,4.0,843476910
2074,260,4.0,1430761382
2074,293,4.5,1430761562
2074,296,4.5,1430761679
2074,318,3.0,1430761387
2074,356,3.0,1430761702
2074,527,3.0,1430761401
2074,541,5.0,1430761728
2074,589,3.5,1430761611
2074,608,3.5,1430761778
2074,750,5.0,1430761673
